type,name,notice,furigana
燃やさないごみ,ベンチ（金属製）,,へ
燃やさないごみ,ベンチプレスマシン（金属以外、７０㎝以下）,,へ
燃やさないごみ,ベンチプレスマシン（金属製）,,へ
燃やさないごみ,ホイール（自動車用・アルミ・スチール製）,,ほ
燃やさないごみ,ボイラー,増改築に伴うものは請け負った業者に処分してもらう,ほ
燃やさないごみ,望遠鏡,,ほ
燃やさないごみ,ほうき（７０㎝超）,,ほ
燃やさないごみ,包丁（金属製）,刃を紙で包み「危険」と表示して、他のごみと分ける　,ほ
燃やさないごみ,包丁（セラミック製）,刃を紙で包み「危険」と表示して、他のごみと分ける　,ほ
燃やさないごみ,ボウリングのボール,,ほ
燃やさないごみ,ボウル（金属製）,,ほ
燃やさないごみ,ボウル（耐熱ガラス製）,,ほ
燃やさないごみ,ホース,,ほ
燃やさないごみ,ホースリール（金属製）,,ほ
燃やさないごみ,ポータブルコピー機,,ほ
燃やさないごみ,ホームベーカリー,,ほ
燃やさないごみ,ホームラック（金属製）,,ほ
燃やさないごみ,ホーロー鍋,,ほ
燃やさないごみ,木刀（７０㎝超）,,ほ
燃やさないごみ,歩行器（ベビー用）,,ほ
燃やさないごみ,ポット,,ほ
燃やさないごみ,ホットカーペット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,ほ
燃やさないごみ,ホットプレート,,ほ
燃やさないごみ,ホッピング,全体の８０％以上金属のものは、埋立ごみの日の金属へ,ほ
燃やさないごみ,ほ乳びん,,ほ
燃やさないごみ,ポリタンク,中身を抜く,ほ
燃やさないごみ,ポリバケツ（７０㎝超）,,ほ
燃やさないごみ,ホワイトボード,,ほ
燃やさないごみ,本棚（金属製）,,ほ
燃やさないごみ,マイク,,ま
燃やさないごみ,マガジンラック（金属製）,,ま
燃やさないごみ,枕（７０㎝超）,,ま
燃やさないごみ,マッサージ機（いす型、７０㎝以下）,,ま
燃やさないごみ,マッサージ機（いす型以外）,,ま
燃やさないごみ,窓用換気扇（７０㎝以下）,,ま
燃やさないごみ,マルチシート（家庭菜園用・７０㎝超）,７０㎝以下に裁断すれば、燃やすごみ,ま
燃やさないごみ,マレットゴルフスティック,,ま
燃やさないごみ,ミキサー,,み
燃やさないごみ,ミシン（「金属以外、７０㎝超」以外）,,み
燃やさないごみ,ミシン（卓上型）,,み
燃やさないごみ,ミニコンポ,,み
燃やさないごみ,虫めがね,レンズがプラスチック製のものは、燃やすごみ,む
燃やさないごみ,むしろ（７０㎝超）,広げたときに７０㎝を超えているものは、埋立ごみ,む
燃やさないごみ,めがね,,め
燃やさないごみ,めがねケース（金属製）,,め
燃やさないごみ,メモリー類（ＳＤカード、ＵＳＢメモリなど）,,め
燃やさないごみ,面（野球・剣道用）,,め
燃やさないごみ,餅つき機,,も
燃やさないごみ,モップ,,も
燃やさないごみ,モデム,,も
燃やさないごみ,物置（小型）,,も
燃やさないごみ,物干し（室内用）,,も
燃やさないごみ,物干しざお（金属製）,,も
燃やさないごみ,物干し台（金属以外、７０㎝以下）,,も
燃やさないごみ,物干し台（金属製）,,も
燃やさないごみ,やかん（金属製）,,や
燃やさないごみ,薬品のびん,,や
燃やさないごみ,薬品容器（ガラス製）,,や
燃やさないごみ,薬品容器（金属製）,,や
燃やさないごみ,床暖房パネル,,ゆ
燃やさないごみ,湯たんぽ（金属製）,,ゆ
燃やさないごみ,湯飲み茶碗,,ゆ
燃やさないごみ,湯沸かし器,電池はとる,ゆ
燃やさないごみ,浴槽（金属以外、７０㎝以下）,,よ
燃やさないごみ,浴槽（金属製）,,よ
燃やさないごみ,よしず（７０㎝超）,,よ
燃やさないごみ,ライター,ガスを使い切って、専用のカゴに入れてください,ら
燃やさないごみ,ライティングデスク（金属製）,,ら
燃やさないごみ,ラケット,,ら
燃やさないごみ,ラジオ,,ら
燃やさないごみ,ラジカセ,,ら
燃やさないごみ,ラジコンカー,電池はとる,ら
燃やさないごみ,ランタン,油は抜く。電気ランタンは、埋立ごみの日の金属へ　,ら
燃やさないごみ,ランチジャー,,ら
燃やさないごみ,ランニングマシン（「金属以外、７０㎝超」以外）,,ら
燃やさないごみ,リール（釣り用）,,り
燃やさないごみ,リビングライト（「金属以外、７０㎝超」以外）,,り
燃やさないごみ,離乳食のびん,,り
燃やさないごみ,リモコン（電化製品用）,電池はとる,り
燃やさないごみ,料理用はかり,,り
燃やさないごみ,旅行かばん（金属製）,,り
燃やさないごみ,ルーフボックス（車両用、７０㎝以下）,,る
燃やさないごみ,ルームランナー（「金属以外、７０㎝超」以外）,,る
燃やさないごみ,冷風機,,れ
燃やさないごみ,冷風扇,,れ
燃やさないごみ,レーザーディスクプレイヤー,,れ
燃やさないごみ,レジャーテーブル（金属製）,,れ
燃やさないごみ,レンジ台（金属以外、７０㎝超）,,れ
燃やさないごみ,レンジ台（金属製）,,れ
燃やさないごみ,レンジフードファン,,れ
燃やさないごみ,ロープ（金属以外・７０㎝超）,１辺７０㎝以下に裁断すれば、燃やすごみ,ろ
燃やさないごみ,ローラースケート,,ろ
燃やさないごみ,ローラーブレード,,ろ
燃やさないごみ,ロッカー（金属製）,,ろ
燃やさないごみ,ロッキングチェア（金属製）,,ろ
燃やさないごみ,ワープロ,「ワープロ」と表示,わ
燃やさないごみ,ワイヤーロープ,,わ
燃やさないごみ,ワゴン（金属以外、７０㎝以下）,,わ
燃やさないごみ,ワゴン（金属製）,,わ
燃やさないごみ,割れたガラス,紙で包み「危険」と表示,わ
燃やさないごみ,割れたコップ,紙で包み「危険」と表示,わ
資源,アイスクリームのカップ容器(プラスチック）,紙製のものは燃やすごみ,あ
資源,アルミ缶,ひと洗いする・つぶさない・たばこの吸いがらなどを入れない,あ
資源,いちごケース,,い
資源,インスタント食品のプラスチック容器,,い
資源,インスタントラーメンの袋,,い
資源,植木鉢（苗木ポット）,,う
資源,ウオッシャー液のプラスチックボトル,キャップを外す・中身を使いきってひと洗い,う
資源,液体ワックスのプラスチックボトル,キャップを外す・中身を使いきってひと洗い,え
資源,枝豆のネット,,え
資源,王冠（金属製）,,お
資源,王冠（プラスチック製）,,お
資源,お菓子の缶（２５㎝未満）,,お
資源,温度計（水銀を含む）,,お
資源,菓子の袋,裏が銀色でも対象,か
資源,菓子のプラスチック容器,,か
資源,カセットボンベ,使い切ってから火気のない屋外で穴をあける,か
資源,カップ麺の包装フィルム,,か
資源,カップ麺の容器（プラスチック製）,,か
資源,カレーのプラスチック容器,,か
資源,缶（飲料缶・缶詰）,,か
資源,缶（菓子缶・ミルク缶など、２５㎝未満）,,か
資源,缶（酒缶・燗のできるもの）,,か
資源,缶（スプレー缶）,使い切ってから火気のない屋外で穴をあける,か
資源,乾電池,,か
資源,キャップ（金属製）,,き
資源,キャラメルの包装フィルム,,き
資源,薬のシート,,く
資源,口紅の容器（プラスチック製）,,く
資源,蛍光灯(管）,,け
資源,化粧品のプラスチックボトル,キャップを外す,け
資源,化粧容器（プラスチック製）,,け
資源,紅茶のプラスチック容器,,こ
資源,米袋,紙製のものはダンボールと同じ扱い,こ
資源,魚のトレイ,スーパーの店頭回収をご利用ください,さ
資源,魚の包装フィルム,,さ
資源,湿布剤のフィルム,,し
資源,シャンプーのプラスチックボトル,キャップを外す,し
資源,充電式電池,電池リサイクル協力店でも回収しています,し
資源,食品のトレイ,スーパーの店頭回収をご利用ください,し
資源,食用油のプラスチックボトル,キャップを外す　　,し
資源,除湿機,「除湿機」と必ず表示,し
資源,スーパーの袋（レジ袋）,,す
資源,スチール缶,ひと洗いする・つぶさない・たばこの吸いがらなどを入れない,す
資源,スプレー缶,使い切ってから火気のない屋外で穴をあける,す
資源,洗剤のキャップ（プラスチック製）,,せ
資源,惣菜のトレイ,スーパーの店頭回収をご利用ください,そ
資源,惣菜のプラスチック容器,,そ
資源,ソースのプラスチックボトル,キャップを外す,そ
資源,体温計（水銀含む）,,た
資源,卓上ボンベ(カセットコンロ用）,使い切ってから火気のない屋外で穴をあける,た
資源,たばこの包装フィルム,,た
資源,卵パック(プラスチック製）,,た
資源,たまねぎのネット,,た
資源,チューブのキャップ（プラスチック製）,,ち
資源,トイレットペーパーの袋,,と
資源,豆腐のプラスチック容器,,と
資源,トレイ（食品用）,スーパーの店頭回収をご利用ください,と
資源,トロ箱,,と
資源,苗木ポット,,な
資源,納豆の包装フィルム,,な
資源,肉のトレイ,スーパーの店頭回収をご利用ください,に
資源,肉の包装フィルム,,に
資源,乳酸飲料のカップ容器,,に
資源,入浴剤のフタ（プラスチック製）,,に
資源,ノートの包装フィルム,,の
資源,海苔の缶（２５㎝未満）,,の
資源,海苔のプラスチック容器,,の
資源,バッテリー（携帯電話、電気製品）,なるべく、販売店に引き取りを依頼してください,は
資源,発泡スチロールの緩衝材,,は
資源,発泡スチロールの箱,,は
資源,発泡スチロールの容器,,は
資源,発泡トレイ,スーパーの店頭回収をご利用ください,は
資源,漂白剤のプラスチックボトル,キャップを外す,ひ
資源,プラスチック容器,,ふ
資源,プラスチック製容器・包装,,ふ
資源,ペットボトル,キャップを外す,へ
資源,ペットボトルのキャップ（金属製）,,へ
資源,ペットボトルのキャップ（プラスチック製）,,へ
資源,ペットボトルのラベル,,へ
資源,包装用フィルム,,ほ
資源,ボタン電池,電池リサイクル協力店でも回収しています,ほ
資源,マーガリンのプラスチック容器,,ま
資源,味噌のプラスチック容器,,み
資源,薬品のプラスチックボトル,キャップを外す,や
資源,薬品容器（プラスチック製）,,や
資源,野菜のトレイ,スーパーの店頭回収をご利用ください,や
資源,野菜の包装フィルム,,や
資源,ヨーグルトのカップ容器,,よ
資源,ヨーグルトの包装フィルム,,よ
資源,リンスのプラスチックボトル,キャップを外す,り
資源,冷水器,なるべく、販売店に引き取りを依頼してください。資源の日に出す場合はフロン回収製品・冷水器と表示,れ
資源,レジ袋,,れ
可燃ゴミ,アイスノン,,あ
可燃ゴミ,アイスボックス（７０㎝以下）,,あ
可燃ゴミ,アイロン台（７０㎝以下）,,あ
可燃ゴミ,足こぎ四輪車（幼児用）（「金属製または電動製」以外）,,あ
可燃ゴミ,足ふきマット（繊維製・ゴム製、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,あ
可燃ゴミ,アルバム,金具類はなるべく外してあき缶以外の金属に出す,あ
可燃ゴミ,アルミ箔,,あ
可燃ゴミ,アルミ箔の芯（紙製等）,,あ
可燃ゴミ,安全ピン（金属以外）,,あ
可燃ゴミ,衣装掛け（金属以外、７０㎝以下）,,い
可燃ゴミ,衣装ケース（金属以外、７０㎝以下）,,い
可燃ゴミ,いす（金属以外、７０㎝以下）,,い
可燃ゴミ,板きれ（７０㎝まで）*太さ１０ｃｍ程度まで,ひもでしばって束ねて１回３束程度を目安に・多い場合は有料戸別収集で,い
可燃ゴミ,衣類,,い
可燃ゴミ,インクカートリッジ,なるべく販売店にひき取ってもらってください,い
可燃ゴミ,インクリボン,なるべく販売店にひき取ってもらってください,い
可燃ゴミ,植木台（金属以外・７０㎝以下）,,う
可燃ゴミ,植木鉢（プラスチック製）,,う
可燃ゴミ,浮き輪（７０㎝以下）,空気を抜いて,う
可燃ゴミ,ウッドカーペット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,う
可燃ゴミ,枝きれ（太さ10㎝程度、長さ７０㎝まで）,ひもでしばって束ねて１回３束程度を目安に・多い場合は有料戸別収集で,え
可燃ゴミ,縁台（金属以外・７０㎝以下）,,え
可燃ゴミ,鉛筆削り（電動製以外）,,え
可燃ゴミ,桶（金属以外・７０㎝以下）,,お
可燃ゴミ,押し入れだんす（７０㎝以下）,,お
可燃ゴミ,落ち葉,１回３袋程度を目安に・多い場合は有料戸別収集で,お
可燃ゴミ,おまる(幼児用）,汚物はトイレに捨てる,お
可燃ゴミ,おむつ,汚物はトイレに捨てる,お
可燃ゴミ,おもちゃ（「金属製または電動製」以外のもの）,,お
可燃ゴミ,折りたたみいす（金属以外、７０㎝以下）,,お
可燃ゴミ,折りたたみテーブル（金属以外、７０㎝以下）,ガラス製のものは、埋立ごみ,お
可燃ゴミ,カーテン（７０㎝以下）,広げたときに７０㎝を超えているものは、埋立ごみ,か
可燃ゴミ,カーテンレール（金属以外、７０㎝以下）,,か
可燃ゴミ,カーペット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,か
可燃ゴミ,カーボン紙,,か
可燃ゴミ,貝殻（食べ残し）,,か
可燃ゴミ,回転ハンガー（金属以外、７０㎝以下）,,か
可燃ゴミ,学習机（金属以外、７０㎝以下）,,か
可燃ゴミ,傘立て(プラスチック製）,,か
可燃ゴミ,傘の布・ビニール,,か
可燃ゴミ,菓子箱,できるだけ、各校下・地区の集団回収をご利用ください,か
可燃ゴミ,カセットテープ,,か
可燃ゴミ,カセットテープのケース,,か
可燃ゴミ,カップ麺の容器（紙製）,,か
可燃ゴミ,かつら,,か
可燃ゴミ,かばん（アタッシュケース）（金属以外）,,か
可燃ゴミ,かばん（革製）,,か
可燃ゴミ,かばん（ナイロン製・ビニル製）,塩化ビニル製のものは埋立ごみへ,か
可燃ゴミ,かばん（ランドセル）,,か
可燃ゴミ,紙おむつ,汚物はトイレに捨てる,か
可燃ゴミ,紙くず,,か
可燃ゴミ,神棚（７０㎝以下）,,か
可燃ゴミ,紙パック（裏がアルミ処理してあるもの）,,か
可燃ゴミ,紙パック（裏がアルミ処理してないもの）,各校下・地区の集団回収をご利用ください（水で洗って切り開き乾かす）,か
可燃ゴミ,カメラケース,,か
可燃ゴミ,カラーボックス（７０㎝以下）,,か
可燃ゴミ,革靴,,か
可燃ゴミ,皮むき器（プラスチック製）,,か
可燃ゴミ,簡易トイレ,汚物はトイレに捨てる,か
可燃ゴミ,換気扇カバー,,か
可燃ゴミ,乾燥剤,,か
可燃ゴミ,感熱紙,,か
可燃ゴミ,ギター（７０㎝以下）,,き
可燃ゴミ,ギターケース（７０㎝以下）,,き
可燃ゴミ,キッチンマット（繊維製・ゴム製、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,き
可燃ゴミ,牛乳パック,各校下・地区の集団回収をご利用ください（水で洗って切り開き乾かす）,き
可燃ゴミ,空気入れ（金属以外）,,く
可燃ゴミ,クーラーボックス（７０㎝以下）,,く
可燃ゴミ,草ごみ,どろをはらって乾燥させる,く
可燃ゴミ,鎖（金属以外）,,く
可燃ゴミ,串(木製）,先を折って危なくないように,く
可燃ゴミ,くつ（ズック、革靴、革ブーツ、サンダル）,,く
可燃ゴミ,くつのスパイク（金属以外）,,く
可燃ゴミ,くつ下,,く
可燃ゴミ,クッション（７０㎝以下）,,く
可燃ゴミ,グラタン皿（アルミ製）,,く
可燃ゴミ,車(幼児用）（「金属製または電動製」以外・７０㎝以下),,く
可燃ゴミ,グローブ（野球用など）,,く
可燃ゴミ,ゲームソフト,カセットタイプのものは、埋立ごみの日の金属,け
可燃ゴミ,げた箱（金属以外、７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,け
可燃ゴミ,ケチャップのチューブ,キャップは資源（容プラ）,け
可燃ゴミ,玄関マット（繊維製・ゴム製、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,け
可燃ゴミ,剣道用具（こて）,,け
可燃ゴミ,剣道用具（竹刀、７０㎝以下）,,け
可燃ゴミ,剣道用具（胴）,,け
可燃ゴミ,工作用のりのチューブ,キャップを外す,こ
可燃ゴミ,ゴーグル,,こ
可燃ゴミ,コートハンガー（金属以外、７０㎝以下）,,こ
可燃ゴミ,氷枕（ゴム製）,,こ
可燃ゴミ,ござ（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,こ
可燃ゴミ,コップ（プラスチック製）,,こ
可燃ゴミ,碁盤（厚さ１０㎝未満）,,こ
可燃ゴミ,ごみ箱(金属以外）,,こ
可燃ゴミ,ゴム手袋,,こ
可燃ゴミ,ゴム長靴,,こ
可燃ゴミ,ゴムホース（７０㎝以下）,伸ばしたときに７０㎝を超えているものは、埋立ごみ,こ
可燃ゴミ,米びつ（金属以外、７０㎝以下）,,こ
可燃ゴミ,コルクボード（７０㎝以下）,,こ
可燃ゴミ,ゴルフシューズ,,こ
可燃ゴミ,コンポスト容器（７０㎝以下）,,こ
可燃ゴミ,サーフボード（７０㎝以下）,,さ
可燃ゴミ,裁縫箱（金属以外）,,さ
可燃ゴミ,サインペン,,さ
可燃ゴミ,さしこ（竹製鳥かご、７０㎝以下）,,さ
可燃ゴミ,座卓（７０㎝以下）,,さ
可燃ゴミ,雑誌,各校下・地区の集団回収をご利用ください,さ
可燃ゴミ,座ぶとん（７０㎝以下）,,さ
可燃ゴミ,ザル（プラスチック製）,,さ
可燃ゴミ,三角コーナー（金属以外）,,さ
可燃ゴミ,サンダル,,さ
可燃ゴミ,ＣＤ,,し
可燃ゴミ,ＣＤのケース,,し
可燃ゴミ,シーツ（７０㎝以下）,,し
可燃ゴミ,地下足袋,,し
可燃ゴミ,下敷き,,し
可燃ゴミ,漆器製食器（お椀など）,,し
可燃ゴミ,湿布剤,,し
可燃ゴミ,自動車カバー（７０㎝以下）,,し
可燃ゴミ,竹刀（７０㎝以下）,,し
可燃ゴミ,写真,,し
可燃ゴミ,しゃもじ（木製）,,し
可燃ゴミ,しゃもじ（プラスチック製）,,し
可燃ゴミ,車両用ルーフボックス（７０㎝以下）,,し
可燃ゴミ,シューズ,,し
可燃ゴミ,シューズボックス（金属以外、７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,し
可燃ゴミ,じゅうたん（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,し
可燃ゴミ,収納ケース・箱・ボックス（金属以外、７０㎝以下）,,し
可燃ゴミ,収納棚（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,し
可燃ゴミ,定規,,し
可燃ゴミ,将棋駒,,し
可燃ゴミ,将棋盤（厚さ１0㎝未満）,,し
可燃ゴミ,障子（金属以外、７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,し
可燃ゴミ,照明器具のかさ（「金属製」以外）,,し
可燃ゴミ,じょうろ(金属以外）,,し
可燃ゴミ,除湿剤,,し
可燃ゴミ,書棚（金属以外、７０㎝以下）,,し
可燃ゴミ,食器（「金属製」以外）,,し
可燃ゴミ,ショッピングかご(プラスチック製）,,し
可燃ゴミ,人工肛門パック,汚物はトイレに捨てる,し
可燃ゴミ,人工芝（７０㎝以下）,,し
可燃ゴミ,新聞,各校下・地区の集団回収をご利用ください,し
可燃ゴミ,吸い殻（たばこ）,火を完全に消してから,す
可燃ゴミ,水筒（金属以外）,,す
可燃ゴミ,スーツケース（金属以外、７０㎝以下）,,す
可燃ゴミ,スキーウェア,,す
可燃ゴミ,スコップ（金属以外）,７０㎝超のものは埋立ごみ,す
可燃ゴミ,すだれ（竹製・プラスチック製・７０㎝以下）,,す
可燃ゴミ,ズック,,す
可燃ゴミ,砂（ペット用）,袋に可燃と記載されているものにかぎる、それ以外は埋立ごみ,す
可燃ゴミ,スノーダンプ（金属以外・７０㎝以下）,,す
可燃ゴミ,すのこ（７０㎝以下）,,す
可燃ゴミ,スプーン（プラスチック製）,,す
可燃ゴミ,すべり台（７０㎝以下）,,す
可燃ゴミ,スポンジ,,す
可燃ゴミ,スリッパ,,す
可燃ゴミ,スリッパ立て（金属以外・７０㎝以下）,,す
可燃ゴミ,生理用品,,せ
可燃ゴミ,石油ポンプ（手動式）,,せ
可燃ゴミ,洗車ブラシ,,せ
可燃ゴミ,洗濯ばさみ（金属以外）,,せ
可燃ゴミ,洗濯用ハンガー（金属以外）,,せ
可燃ゴミ,洗面器（プラスチック製）,,せ
可燃ゴミ,ソファー（７０㎝以下・スプリングなし）,,そ
可燃ゴミ,ソファーベッド（７０㎝以下・スプリングなし）,,そ
可燃ゴミ,そり,,そ
可燃ゴミ,そろばん,,そ
可燃ゴミ,タイヤゴムチューブ(自転車用）,,た
可燃ゴミ,タイヤチェーン（金属以外）,,た
可燃ゴミ,タオル,,た
可燃ゴミ,タオルケット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,た
可燃ゴミ,竹串,先を折って危なくないように,た
可燃ゴミ,竹馬（竹・木製、７０㎝以下）,,た
可燃ゴミ,竹ぼうき（７０㎝以下）,,た
可燃ゴミ,畳（７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,た
可燃ゴミ,卓球台（７０㎝以下）,,た
可燃ゴミ,脱酸素剤,,た
可燃ゴミ,タッパ,,た
可燃ゴミ,たばこの吸いがら,火を完全に消してから,た
可燃ゴミ,卵パック(紙）,,た
可燃ゴミ,たらい(金属以外）,,た
可燃ゴミ,たる（７０ｎ㎝以下）,,た
可燃ゴミ,たわし(金属以外）,,た
可燃ゴミ,たんす（７０㎝以下）,,た
可燃ゴミ,ダンベル（金属以外）,,た
可燃ゴミ,ダンボール,各校下・地区の集団回収をご利用ください（ガムテープ、止め金具を取り除く）,た
可燃ゴミ,チェーン（金属以外）,,ち
可燃ゴミ,チェスト（７０㎝以下）,,ち
可燃ゴミ,茶だんす（７０㎝以下）,,ち
可燃ゴミ,チューブ（自転車用）,,ち
可燃ゴミ,チョーク,,ち
可燃ゴミ,チラシ,各校下・地区の集団回収をご利用ください,ち
可燃ゴミ,ちりとり（金属以外）,,ち
可燃ゴミ,ついたて（金属以外、７０㎝以下）,,つ
可燃ゴミ,机（金属以外、７０㎝以下）,,つ
可燃ゴミ,DVD（ソフト）,,て
可燃ゴミ,ティッシュくず,,て
可燃ゴミ,テーブル（金属以外、７０㎝以下）,,て
可燃ゴミ,デスクマット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,て
可燃ゴミ,手袋（ゴム手袋含む）,,て
可燃ゴミ,テレビ台（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,て
可燃ゴミ,点滴用パック（在宅治療用）,,て
可燃ゴミ,天ぷら油,紙や布にしみこませて,て
可燃ゴミ,胴（剣道用具）,,と
可燃ゴミ,戸棚（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,と
可燃ゴミ,トランク（金属以外、７０㎝以下）,,と
可燃ゴミ,鳥かご（金属以外),,と
可燃ゴミ,塗料容器（プラスチック製）,中身が残っているものは市で収集しませんので専門業者に処分を依頼してください,と
可燃ゴミ,鍋焼きうどんの容器（アルミ製）,,な
可燃ゴミ,生ごみ,水切りを十分にして,な
可燃ゴミ,波板（金属以外、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,な
可燃ゴミ,荷造り用ひもバンド（７０㎝以下）,,に
可燃ゴミ,人形（ぬいぐるみ、７０㎝以下）,,に
可燃ゴミ,人形（プラスチック製）,,に
可燃ゴミ,ぬいぐるみ（７０㎝まで）,,ぬ
可燃ゴミ,布くず,,ぬ
可燃ゴミ,ネクタイ,,ね
可燃ゴミ,猫砂（紙・木・プラスチック製）,,ね
可燃ゴミ,寝袋（７０㎝以下）,,ね
可燃ゴミ,練りわさびのチューブ,キャップは資源（容プラ）,ね
可燃ゴミ,ノンカーボン紙,,の
可燃ゴミ,パイプいす（金属以外、７０㎝以下）,,は
可燃ゴミ,廃油処理箱,,は
可燃ゴミ,バインダー,金具類はなるべく外して埋立ごみの日の金属に出す,は
可燃ゴミ,はきもの,スキー靴は埋立ごみ,は
可燃ゴミ,バケツ（プラスチック製）,,は
可燃ゴミ,はしご（金属以外、７０㎝以下）,,は
可燃ゴミ,バスケットゴール（金属以外、７０㎝以下）,,は
可燃ゴミ,バスマット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,は
可燃ゴミ,パソコン机（金属以外、７０㎝以下）,,は
可燃ゴミ,パソコン用ラック（金属以外、７０㎝以下）,,は
可燃ゴミ,バット（木製、７０㎝以下）,,は
可燃ゴミ,花台（金属以外、７０㎝以下）,,は
可燃ゴミ,花火,水で湿らせる,は
可燃ゴミ,歯ブラシ（プラスチック製）,,は
可燃ゴミ,歯磨き粉のチューブ,キャップは資源（容プラ）,は
可燃ゴミ,ハンガー（プラスチック製・木製）,,は
可燃ゴミ,ハンガースタンド（金属以外、７０㎝以下）,,は
可燃ゴミ,ハンカチ,,は
可燃ゴミ,ハンドバッグ（革製）,,は
可燃ゴミ,パンフレット,各校下・地区の集団回収をご利用ください,は
可燃ゴミ,ハンマー（ゴム製）,,は
可燃ゴミ,ハンマー（木製、７０㎝以下）,,は
可燃ゴミ,ＰＰバンド（７０㎝以下）,,ひ
可燃ゴミ,ピアニカ,,ひ
可燃ゴミ,ビーズ,,ひ
可燃ゴミ,ビデオテープ,,ひ
可燃ゴミ,肥料袋,,ひ
可燃ゴミ,屏風（７０㎝以下）,,ひ
可燃ゴミ,ファンシーケース（金属以外、７０㎝以下）,,ふ
可燃ゴミ,フィルムのネガ,,ふ
可燃ゴミ,ブーツ（革製）,,ふ
可燃ゴミ,封筒,各校下・地区の集団回収をご利用ください（窓付き封筒はセロファンを取り除く）,ふ
可燃ゴミ,フォーク（プラスチック製）,,ふ
可燃ゴミ,腹膜透析パック,汚物はトイレに捨てる,ふ
可燃ゴミ,ふすま（７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,ふ
可燃ゴミ,筆箱（金属以外）,,ふ
可燃ゴミ,ふとん（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,ふ
可燃ゴミ,ふとん圧縮袋,,ふ
可燃ゴミ,ふとんたたき（金属以外）,,ふ
可燃ゴミ,フラワースタンド（金属以外）,,ふ
可燃ゴミ,ブランコ（金属以外、７０㎝以下）,,ふ
可燃ゴミ,プランター,７０㎝超のものは埋立ごみ,ふ
可燃ゴミ,古着（綿製品）,各校下・地区の集団回収をご利用ください（洗って、たたんで束ねる）,ふ
可燃ゴミ,風呂椅子,,ふ
可燃ゴミ,フロッピーディスク,,ふ
可燃ゴミ,風呂マット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,ふ
可燃ゴミ,ヘアーカーラー,,へ
可燃ゴミ,ヘアーブラシ（金属以外）,,へ
可燃ゴミ,ベッド（金属以外、７０㎝以下）,,へ
可燃ゴミ,ペット小屋（金属以外、７０㎝以下）,,へ
可燃ゴミ,ペットシーツ,汚物はトイレに捨てる,へ
可燃ゴミ,ペットのフン,汚物はトイレに捨てる,へ
可燃ゴミ,ベッドマット（７０㎝以下）,スプリングが入っているものは、埋立ごみ,へ
可燃ゴミ,ベッドマットレス（７０㎝以下）,スプリングが入っているものは、埋立ごみ,へ
可燃ゴミ,ベニヤ板（７０㎝以下）,,へ
可燃ゴミ,ベビーバス（７０㎝以下）,,へ
可燃ゴミ,ベビーベッド（金属以外、７０㎝以下）,,へ
可燃ゴミ,ベビー用カタカタ,,へ
可燃ゴミ,ベランダ収納庫（金属以外、７０㎝以下）,,へ
可燃ゴミ,ベルト,金属部分は取り外し、埋立ごみの日の金属へ,へ
可燃ゴミ,ヘルメット,,へ
可燃ゴミ,便座,温水洗浄機付便座は埋立ごみの日の金属へ,へ
可燃ゴミ,ベンチ（金属以外、７０㎝以下）,,へ
可燃ゴミ,ほうき（７０㎝以下）,,ほ
可燃ゴミ,ボウル（金属以外）,,ほ
可燃ゴミ,ホースリール（金属以外）,,ほ
可燃ゴミ,ポータブルトイレ,汚物はトイレに捨てる,ほ
可燃ゴミ,ホームラック（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,ほ
可燃ゴミ,ボール（ゴルフ・野球・サッカー・テニスなど）,,ほ
可燃ゴミ,ボールペン,,ほ
可燃ゴミ,木刀（７０㎝以下）,,ほ
可燃ゴミ,ボディーボード（７０㎝以下）,,ほ
可燃ゴミ,ポリバケツ（７０㎝以下）,,ほ
可燃ゴミ,保冷剤,,ほ
